編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPQNMLRKIIKGFIB28DA,坡道機械,0,,地下二樓
RPSNMLRJQHKGFIB09DA,坡道平面,0,18.06,地下二樓
RPROMLNLRHKGFCB38DA,坡道平面,0,,地下二樓
RPROMLNLRHKGFCB38DA,坡道機械,0,,地下五樓含以下
RPROMLNLRHKGFCB38DA,坡道機械,0,,地下五樓含以下
RPTOMLTJRHKGFBB88DA,坡道平面,0,,地下一樓
RPXPMLKLIIKGFBB87DA,升降機械,0,,地下一樓
RPPPMLKLIIKGFBB07DA,坡道平面,0,,地下一樓
RPROMLPKIIKGFFB97DA,坡道平面,0,35.20,地下一樓
RPOOMLRJIIKGFIB08DA,坡道機械,0,6.30,地下一樓
RPQNMLPJRHKGFCB18DA,坡道平面,0,22.67,地下二樓
RPPNMLOKIIKGFJB97DA,坡道平面,0,31.22,地下二樓
RPSNMLTLQHKGFJB96DA,坡道平面,0,28.72,地下二樓
RPPNMLLLIIKGFFB37DA,坡道機械,0,16.52,地下一樓
RPPNMLLLIIKGFCB17EA,坡道機械,800000,14.60,地下三樓
RPPNMLQLRHKGFKB56DA,坡道機械,0,,地下一樓
RPRTMLPKRHKGFBB88DA,坡道機械,0,,地下二樓
RPRNMLMKRHKGFAB87DA,坡道平面,0,28.76,地下三樓
RPRNMLMKRHKGFAB87DA,坡道平面,0,28.76,地下三樓
RPPNMLMLIIKGFBB17EA,坡道平面,0,21.58,地下二樓
RPTOMLQLQHKGFAB58DA,坡道平面,1800000,28.00,地下一樓
RPQPMLRKIIKGFBB77DA,坡道平面,0,,地下二樓
RPRNMLLJRHKGFEB08DA,坡道平面,0,,地下一樓
RPWPMLKLIIKGFBB77DA,坡道平面,0,,地下一樓
RPRNMLSJIIKGFAB57DA,坡道機械,0,,地下一樓
RPQOMLNJIIKGFAB07DA,坡道平面,0,33.09,地下三樓
RPQNMLTJQHKGFCB48DA,坡道平面,1200000,,地下一樓
RPQNMLTJQHKGFCB48DA,坡道平面,1200000,,地下一樓
RPPOMLLJIIKGFCB96DA,坡道平面,0,23.14,地下二樓
RPPOMLTKRHKGFFB98DA,坡道平面,0,25.29,地下一樓
RPTNMLQKRHKGFIB66DA,坡道平面,0,31.39,地下一樓
RPTNMLPJRHKGFHB98DA,坡道平面,0,32.10,地下一樓
RPPOMLMJIIKGFAB86DA,坡道平面,0,,地下二樓
RPWNMLMLIIKGFIB48DA,坡道平面,0,28.30,地下二樓
RPXNMLPKIIKGFCB18DA,坡道平面,0,35.37,地下四樓
RPWOMLRKIIKGFIB98DA,坡道平面,0,24.76,地下三樓
RPTNMLTJIIKGFCB08DA,坡道平面,0,32.70,地下三樓
RPPNMLMKRHKGFBB77DA,坡道平面,0,26.12,地下二樓
RPPNMLMKRHKGFBB77DA,坡道平面,0,26.12,地下二樓
RPQNMLTLQHKGFJB76DA,坡道平面,0,32.62,地下二樓
RPRNMLQKIIKGFEB87DA,其他,0,,一樓
RPVPMLOKIIKGFBB97DA,坡道機械,0,,地下一樓
RPUNMLKKRHKGFBB08DA,坡道平面,0,31.88,地下一樓
RPQNMLNKRHKGFCB08DA,坡道平面,1500000,30.89,地下一樓
RPWPMLMLRHKGFCB88DA,坡道平面,0,18.20,地下二樓
RPRRMLSJIIKGFFB48DA,坡道平面,0,26.15,地下三樓
RPUOMLNJRHKGFCB48DA,坡道平面,1200000,16.54,地下一樓
RPSNMLNLRHKGFCB38DA,坡道平面,0,26.92,地下二樓
RPSNMLNLRHKGFCB38DA,坡道平面,0,26.92,地下二樓
RPPNMLLKRHKGFBB67DA,坡道平面,0,29.33,地下三樓
RPRNMLTKRHKGFIB76DA,坡道平面,0,24.45,地下二樓
RPSNMLSLQHKGFHB66DA,坡道機械,0,,地下一樓
RPSNMLSLQHKGFHB66DA,坡道機械,0,,地下一樓
RPPNMLSLIIKGFBB77EA,坡道平面,1800000,,地下二樓
RPROMLQKRHKGFAB38DA,坡道平面,0,30.03,地下五樓含以下
RPSPMLTJIIKGFAB97DA,坡道平面,0,13.80,地下三樓
RPSQMLSJIIKGFCB18DA,坡道平面,0,22.90,地下二樓
RPRNMLPLRHKGFBB38DA,坡道平面,0,24.68,地下一樓
RPXOMLTJIIKGFCB58DA,坡道平面,0,38.54,地下四樓
RPUNMLTJIIKGFCB18DA,坡道平面,0,,地下五樓含以下
RPUNMLTJIIKGFCB18DA,坡道機械,0,,地下五樓含以下
RPUNMLTJIIKGFCB18DA,坡道機械,0,,地下五樓含以下
RPWNMLQKIIKGFDB28DA,塔式車位,1000000,13.33,無固定樓層
RPSNMLRJIIKGFHB28DA,坡道平面,0,40.91,地下二樓
RPTNMLSJRHKGFHB66DA,坡道平面,0,33.06,地下二樓
RPQNMLPLIIKGFAB37DA,坡道平面,0,38.71,地下三樓
RPUOMLQLQHKGFBB78DA,坡道機械,600000,10.91,地下二樓
RPPPMLNJIIKGFBB17DA,坡道機械,0,9.90,地下二樓
RPOOMLQKRHKGFCB28DA,升降機械,0,,地下一樓
RPPNMLLMIIKGFCB27EA,坡道平面,0,,地下二樓
RPTOMLKMIIKGFAB37DA,坡道平面,0,33.98,地下一樓
RPOOMLQLRHKGFCB38DA,坡道平面,2000000,32.54,地下五樓含以下
RPSNMLTJRHKGFCB78DA,坡道平面,2500000,17.35,地下一樓
RPSNMLTJRHKGFCB78DA,坡道平面,2300000,17.35,地下三樓
RPQOMLNJIIKGFCB27DA,坡道平面,0,,地下一樓
RPQOMLNJIIKGFCB27DA,坡道平面,0,,地下一樓
RPRUMLKMIIKGFFB28DA,坡道機械,0,16.54,地下二樓
RPQNMLQKRHKGFDB48DA,坡道平面,0,28.00,地下一樓
RPSNMLSLIIKGFBB97DA,坡道平面,0,32.46,地下二樓
RPUNMLQKIIKGFJB68DA,坡道平面,0,33.23,地下一樓
RPTOMLLJRHKGFAB97DA,坡道平面,0,25.47,地下二樓
RPUNMLNLIIKGFAB57DA,其他,0,,地下二樓
RPSNMLRKIIKGFIB48DA,坡道平面,0,37.68,地下一樓
RPTNMLLJRHKGFAB87DA,坡道平面,0,38.00,地下一樓
RPWNMLLLIIKGFAB57DA,坡道機械,0,,地下三樓
RPRNMLPJRHKGFFB58DA,一樓平面,0,14.47,一樓
RPSNMLOJJIKGFAB37DA,一樓平面,0,13.62,一樓
RPTQMLKMRHKGFBB48DA,坡道平面,0,30.08,地下三樓
RPXNMLSLQHKGFAB09DA,坡道機械,600000,16.57,地下三樓
RPQPMLQKIIKGFBB67DA,坡道平面,0,35.73,地下二樓
RPXQMLQKIIKGFBB48DA,坡道平面,0,27.23,地下四樓
RPPNMLOJJIKGFJB08EA,坡道平面,0,,地下一樓
RPURMLOJRHKGFKB07DA,坡道機械,0,11.32,地下一樓
RPTNMLQJJIKGFJB58DA,坡道機械,400000,30.91,地下一樓
RPSNMLNKIIKGFCB47DA,坡道平面,0,35.21,地下一樓
RPRPMLOJJIKGFBB57DA,坡道平面,0,30.65,地下一樓
RPWPMLMJRHKGFAB48DA,坡道平面,1500000,34.71,地下四樓
RPTNMLMLIIKGFFB87DA,坡道平面,0,44.18,地下一樓
RPTNMLMLIIKGFFB87DA,坡道平面,0,44.18,地下一樓
RPPOMLNLRHKGFIB78DA,坡道平面,0,36.04,地下三樓
RPPOMLNLRHKGFIB78DA,坡道平面,0,36.04,地下三樓
RPUNMLPLRHKGFBB68DA,坡道平面,0,28.74,地下四樓
RPOOMLTJIIKGFAB47DA,坡道平面,0,23.86,地下二樓
RPOOMLTJIIKGFAB47DA,坡道平面,0,23.86,地下二樓
RPTNMLOKIIKGFFB97DA,坡道平面,0,31.18,地下三樓
RPVNMLSLIIKGFHB88DA,坡道平面,0,28.17,地下一樓
RPSOMLPJJIKGFAB57DA,坡道平面,0,25.04,地下二樓
RPXNMLQLQHKGFIB07DA,坡道平面,1600000,33.13,地下二樓
RPQOMLLKJIKGFAB07DA,坡道機械,0,,地下三樓
RPPOMLNKJIKGFBB27DA,坡道機械,0,14.97,地下四樓
RPSNMLMJRHKGFBB97DA,坡道平面,0,34.66,地下四樓
RPRNMLLMIIKGFCB37DA,坡道平面,0,,地下二樓
RPRNMLLMIIKGFCB37DA,坡道平面,0,,地下二樓
RPQNMLLKJIKGFAB07EA,坡道平面,1500000,16.54,地下三樓
RPQNMLLKJIKGFAB07EA,坡道平面,1500000,14.34,地下三樓
RPROMLKKJIKGFAB07DA,坡道平面,0,16.67,地下三樓
RPRRMLPLQHKGFBB68DA,坡道平面,0,29.53,地下一樓
RPXNNLLJRHKGFCB58DA,坡道機械,0,16.58,地下三樓
RPPQMLQKIIKGFBB67DA,坡道平面,1500000,23.38,地下三樓
RPUNMLNKJIKGFFB08DA,坡道平面,0,26.13,地下二樓
RPUNMLPKIIKGFCB87DA,坡道機械,0,11.46,地下五樓含以下
RPUNMLPKIIKGFCB87DA,坡道平面,0,31.84,地下五樓含以下
RPPNMLOLRHKGFHB68DA,坡道平面,0,27.34,地下二樓
RPPNMLLJRHKGFCB67DA,坡道平面,0,26.82,地下二樓
RPPNMLLJRHKGFCB67DA,坡道平面,0,26.82,地下二樓
RPOPMLSJIIKGFBB57DA,坡道平面,0,29.20,地下三樓
RPOPMLSJIIKGFBB57DA,坡道平面,0,31.29,地下三樓
RPSOMLLLIIKGFCB47DA,坡道平面,0,33.01,地下三樓
RPVNMLNJJIKGFCB77DA,坡道平面,0,34.61,地下五樓含以下
RPXOMLRJIIKGFBB28DA,坡道機械,0,,地下一樓
RPXPMLRLIIKGFBB58DA,坡道平面,0,37.61,地下三樓
RPPOOLPJJIKGFBB57DA,坡道平面,2000000,26.18,地下二樓
RPPOOLPJJIKGFBB57DA,坡道平面,2000000,26.18,地下二樓
RPVOMLTKRHKGFCB66DA,坡道機械,0,,地下一樓
RPUPMLRLIIKGFBB28DA,坡道平面,0,,地下一樓
RPVNMLNKIIKGFIB38DA,坡道平面,0,31.04,地下一樓
RPVNMLNKIIKGFIB38DA,坡道平面,0,31.04,地下一樓
RPPNMLKKJIKGFKB77DA,坡道平面,0,,地下一樓
RPTQMLMLIIKGFBB77DA,坡道平面,0,35.55,地下一樓
RPQOMLLLJIKGFFB67DA,坡道平面,0,35.06,地下二樓
RPVNMLLMIIKGFBB67DA,坡道平面,0,27.43,地下二樓
RPOOMLQKIIKGFJB18DA,坡道平面,0,29.63,地下一樓
RPUOMLNKQHKGFBB38DA,坡道平面,1800000,35.31,地下二樓
RPPNMLKKQHKGFBB47DA,坡道平面,700000,,地下三樓
RPQNMLQLRHKGFHB98DA,坡道平面,0,28.17,地下二樓
RPOOMLKMIIKGFKB87DA,坡道平面,1350000,39.48,地下二樓
RPWNMLOJJIKGFIB58DA,坡道平面,0,33.13,地下二樓
RPWNMLOJJIKGFIB58DA,坡道平面,0,33.13,地下二樓
RPPNMLMJIIKGFHB47DA,坡道平面,0,32.62,地下二樓
RPPPMLNLIIKGFBB37DA,坡道平面,1950000,36.38,地下二樓
RPTPMLTKJIKGFIB09DA,坡道平面,0,22.19,地下一樓
RPVNMLQLJIKGFCB28DA,坡道機械,0,,地下一樓
RPSPMLOLQHKGFAB38DA,坡道平面,1200000,23.91,地下一樓
RPXOMLKKJIKGFAB67DA,坡道平面,1600000,,地下五樓含以下
RPPNMLSJIIKGFBB47DA,坡道平面,0,32.48,地下三樓
RPXVNLRLIIKGFCB76DA,坡道平面,0,33.94,地下二樓
RPPNMLLLJIKGFJB97EA,坡道平面,0,31.77,地下一樓
RPPOMLTKQHKGFBB48DA,坡道平面,0,,地下一樓
RPRNMLTKJIKGFAB87DA,坡道平面,0,29.84,地下二樓
RPQNMLLLRHKGFAB77DA,坡道平面,1800000,26.57,地下二樓
RPSPMLOLJIKGFAB77DA,坡道平面,1350000,40.06,地下三樓
RPSOMLLLIIKGFDB57DA,坡道平面,0,30.55,地下二樓
RPTPMLKLJIKGFBB57DA,坡道平面,0,32.06,地下二樓
RPVPMLRKJIKGFBB38DA,坡道機械,0,15.55,地下三樓
RPTOMLMJKIKGFCB67DA,坡道平面,0,,地下一樓
RPQPMLOLJIKGFAB57DA,坡道平面,1350000,40.06,地下三樓
RPWOMLRLJIKGFAB38DA,坡道機械,0,,地下二樓
RPPPOLPJJIKGFBB67DA,坡道平面,0,33.51,地下一樓
RPRNMLKLIIKGFHB67DA,坡道平面,0,,地下一樓
RPOOMLPLJIKGFIB18DA,坡道平面,0,31.98,地下一樓
RPOOMLPLJIKGFIB18DA,坡道平面,0,31.98,地下一樓
RPPNMLNKQHKGFBB77DA,坡道平面,1600000,33.81,地下一樓
RPXNMLTKQHKGFBB56DA,坡道平面,0,,地下一樓
RPRNMLTKQHKGFBB58DA,坡道平面,0,28.74,地下四樓
RPQNMLOJRHKGFBB97DA,坡道平面,1550000,33.81,地下一樓
RPRNMLMLQHKGFCB08DA,坡道平面,0,,地下一樓
RPRNMLOJRHKGFBB08DA,坡道平面,1550000,33.81,地下一樓
RPTNMLLKQHKGFDB18DA,坡道機械,0,,地下一樓
RPPNMLPKQHKGFDB18DA,坡道平面,0,31.25,地下一樓
RPQPMLOJQHKGFBB08DA,坡道平面,1200000,24.22,地下一樓
RPWOMLOJRHKGFFB09DA,坡道平面,0,34.35,地下三樓
RPVPMLLLPHKGFBB38DA,坡道機械,0,,地下一樓
RPUNMLQLQHKGFFB09DA,坡道平面,1250000,24.94,地下二樓
RPTOMLSKQHKGFIB86DA,坡道平面,0,35.07,地下二樓
RPTOMLSKQHKGFIB86DA,坡道平面,0,35.07,地下二樓
RPRRMLKLQHKGFCB28DA,坡道機械,0,,地下二樓
RPRRMLKLQHKGFCB28DA,坡道機械,0,,地下二樓
RPRNMLMLPHKGFAB77DA,坡道平面,0,36.38,地下五樓含以下
RPPNMLSLQHKGFKB66DA,坡道平面,2000000,28.48,地下一樓
RPUOMLSKPHKGFCB88DA,坡道機械,800000,,地下二樓
RPQOMLSLQHKGFAB48DA,坡道機械,0,,地下一樓
SPOOMLMJRHKGFCB87DA,坡道平面,2000000,23.92,地下四樓
SPOOMLMJRHKGFCB87DA,坡道平面,2000000,23.92,地下四樓
SPOOMLMJRHKGFCB87DA,坡道平面,2000000,22.17,地下四樓
RPOOMLMJRHKGFCB77DA,坡道平面,2000000,23.92,地下二樓
RPOOMLMJRHKGFCB77DA,坡道平面,2000000,23.92,地下二樓
RPOOMLMJRHKGFCB77DA,坡道平面,2000000,23.92,地下二樓
RPSOMLLLQHKGFBB08DA,坡道平面,0,,地下二樓
RPTOMLTKQHKGFBB88DA,坡道平面,0,23.52,地下三樓
RPRSMLNJRHKGFBB48DA,坡道平面,0,26.88,地下一樓
RPPPMLLMPHKGFBB87DA,坡道平面,1500000,29.76,地下一樓
RPPOMLNLPHKGFBB87DA,坡道平面,0,28.08,地下三樓
RPQOMLSLQHKGFFB98DA,坡道平面,1150000,32.01,地下二樓
RPWNMLSJRHKGFFB76DA,坡道平面,0,25.30,地下二樓
RPVNMLLLQHKGFJB09DA,坡道機械,0,9.39,地下二樓
RPOOMLPJRHKGFFB38DA,坡道平面,1300000,26.13,地下三樓
RPQNMLTJRHKGFAB48EA,坡道機械,0,,地下一樓
RPTNMLSKQHKGFCB78DA,坡道平面,1000000,41.30,地下一樓
RPVQMLMKQHKGFCB68DA,坡道平面,0,35.91,地下二樓
RPXNMLPKQHKGFCB88DA,坡道平面,0,16.63,地下一樓
RPXNMLPKQHKGFCB88DA,坡道平面,0,16.63,地下一樓
RPRNMLRLQHKGFHB09DA,坡道平面,0,43.17,地下一樓
RPPNMLTJRHKGFJB56DA,坡道平面,0,31.28,地下一樓
RPRNMLPKQHKGFHB78DA,坡道平面,0,33.99,地下二樓
RPRNMLPKQHKGFHB78DA,坡道平面,0,33.99,地下二樓
RPQPMLSJRHKGFAB48DA,坡道平面,0,25.05,地下二樓
RPTNMLPLQHKGFBB48DA,坡道平面,0,33.07,地下二樓
RPSNMLPLQHKGFBB38DA,坡道機械,0,,地下二樓
RPSOMLLMPHKGFFB48DA,坡道平面,0,26.13,地下二樓
RPWNMLPKRHKGFBB78DA,坡道機械,0,14.29,地下四樓
RPVPMLMLPHKGFCB58DA,坡道平面,2000000,29.09,地下四樓
RPVPMLMLPHKGFCB58DA,坡道平面,2000000,27.43,地下四樓
RPQOMLTLQHKGFFB09DA,坡道平面,0,24.94,地下四樓
RPPOMLOLPHKGFBB97DA,坡道機械,0,,地下二樓
RPPOMLOLPHKGFBB97DA,坡道機械,0,,地下二樓
RPRNMLNJRHKGFHB58DA,坡道機械,0,,地下一樓
RPVNMLOKQHKGFCB58DA,坡道機械,0,,地下一樓
RPSOMLLJQHKGFAB77DA,坡道平面,0,,地下一樓
RPRNMLPKRHKGFAB18DA,坡道機械,0,,地下一樓
RPSPMLPKQHKGFBB48DA,坡道機械,0,,地下一樓
RPQNMLMKQHKGFBB77DA,坡道平面,0,,地下三樓
RPQOMLNJRHKGFBB97DA,坡道平面,0,28.74,地下四樓
RPQRMLLJQHKGFAB87DA,坡道平面,0,,地下四樓
RPRPMLTLPHKGFBB78DA,坡道平面,0,30.97,地下一樓
RPQNMLNKQHKGFFB28DA,坡道平面,0,24.94,地下三樓
RPWOMLSJQHKGFIB07DA,坡道平面,0,,地下一樓
RPPNMLMJRHKGFIB38DA,坡道平面,0,36.76,地下三樓
RPQNMLLKQHKGFAB57DA,坡道機械,0,,地下二樓
RPQNMLLKQHKGFAB57DA,坡道機械,0,,地下二樓
RPXNMLLJQHKGFKB56DA,坡道平面,0,37.44,地下二樓
RPPNMLTLQHKGFBB48DA,坡道平面,0,24.59,地下一樓
RPOPMLNKQHKGFCB97DA,升降平面,0,,地下一樓
RPQNMLKLQHKGFCB77DA,坡道平面,0,,地下一樓
RPQNMLSLQHKGFBB48DA,坡道平面,0,28.14,地下三樓
RPSNMLOKQHKGFBB18DA,坡道平面,0,,地下三樓
RPTPMLMKQHKGFFB68DA,坡道平面,0,34.35,地下三樓
RPRNMLMKRHKGFCB08DA,坡道平面,0,27.50,地下二樓
RPVNMLSKPHKGFDB98DA,坡道機械,0,17.14,地下二樓
RPUPMLSJRHKGFFB76DA,坡道平面,1650000,24.78,地下二樓
RPQOMLQLQHKGFBB38DA,坡道平面,0,39.68,地下三樓
RPTNMLRLQHKGFBB68DA,坡道平面,0,28.29,地下二樓
RPUOMLOKPHKGFBB38DA,坡道平面,0,28.33,地下一樓
RPUOMLOKPHKGFBB38DA,坡道平面,0,28.33,地下一樓
RPPNMLLLQHKGFCB77DA,坡道平面,0,14.43,地下一樓
RPPNMLLLQHKGFCB77DA,坡道平面,0,14.43,地下一樓
RPXPMLSLPHKGFBB66DA,坡道平面,0,26.94,地下二樓
RPSNMLTLPHKGFDB88DA,坡道機械,0,18.39,地下三樓
RPXNMLMKRHKGFIB66DA,坡道平面,0,,地下三樓
RPXNMLMKRHKGFIB66DA,坡道平面,0,,地下三樓
RPWQMLKLQHKGFAB48DA,坡道機械,0,14.96,地下四樓
RPWQMLKLQHKGFAB48DA,坡道機械,0,14.96,地下四樓
RPSNMLRKQHKGFCB58DA,坡道平面,1800000,35.91,地下三樓
RPROMLPJQHKGFAB08DA,升降機械,0,,地下二樓
RPPNMLPKRHKGFCB28EA,坡道平面,2000000,24.79,地下二樓
RPXNMLSLPHKGFFB86DA,坡道平面,0,29.82,地下三樓
RPQQMLRJQHKGFJB66DA,坡道平面,0,29.63,地下三樓
RPRNMLMKQHKGFAB77DA,坡道平面,0,18.46,地下一樓
RPTOMLKLQHKGFBB08DA,坡道平面,0,24.59,地下一樓
RPSPMLSLQHKGFBB88DA,坡道平面,0,15.04,地下一樓
RPXNMLKKPHKGFAB08DA,坡道平面,1000000,,地下二樓
RPPOMLMKRHKGFBB87DA,坡道機械,0,11.73,地下三樓
RPOPMLTJRHKGFCB58DA,坡道平面,0,31.85,地下二樓
RPSNMLLKQHKGFFB28DA,坡道平面,0,22.83,地下一樓
RPXNMLTLQHKGFEB96DA,坡道機械,0,,地下二樓
RPPNMLPJRHKGFHB58DA,坡道平面,0,26.16,地下三樓
RPPNMLPJRHKGFHB58DA,坡道平面,0,26.16,地下三樓
RPWNMLLKQHKGFCB38DA,坡道機械,0,,地下一樓
RPTOMLMKRHKGFBB28DA,坡道平面,0,36.07,地下一樓
RPSNMLPKQHKGFJB09DA,坡道平面,0,27.36,地下三樓
RPTNMLPKRHKGFFB88DA,坡道平面,0,,地下一樓
RPSNMLOJRHKGFHB78DA,坡道平面,0,27.34,地下三樓
RPVNMLLJRHKGFIB88DA,坡道平面,0,31.54,地下二樓
RPVOMLQKRHKGFAB78DA,升降平面,0,,地下一樓
RPPNMLLMQHKGFAB67DA,坡道平面,1600000,28.11,地下一樓
RPVNMLKLPHKGFCB18DA,坡道機械,700000,,地下二樓
RPVNMLKLPHKGFCB18DA,坡道機械,700000,,地下二樓
RPQRMLKLQHKGFCB18DA,坡道機械,0,9.65,地下五樓含以下
RPTNMLOKQHKGFHB88DA,坡道平面,0,36.23,地下二樓
RPROMLPLQHKGFCB48DA,坡道平面,0,26.93,地下二樓
RPQOMLOLPHKGFCB18DA,坡道機械,1000000,14.11,地下三樓
RPUQMLSKRHKGFCB66DA,坡道平面,0,,地下二樓
RPUQMLSKRHKGFCB66DA,坡道平面,0,,地下二樓
RPUNMLLLQHKGFIB88DA,坡道平面,0,,地下一樓
RPPNMLNJRHKGFHB38DA,坡道平面,0,36.23,地下一樓
RPRNMLPJRHKGFJB98DA,坡道平面,0,31.10,地下三樓
RPRNMLKMPHKGFAB67DA,坡道平面,0,25.68,地下一樓
RPRNMLKMPHKGFAB67DA,坡道平面,0,26.67,地下一樓
RPTNMLLJQHKGFHB48DA,坡道機械,0,17.11,地下二樓
RPOOMLOKQHKGFBB87DA,坡道平面,0,30.08,地下三樓
RPOPMLMKQHKGFBB77DA,坡道平面,0,,地下一樓
RPPNMLTJRHKGFBB38DA,坡道平面,0,28.74,地下四樓
RPSPMLSJRHKGFBB78DA,坡道平面,2400000,30.42,地下一樓
RPSPMLSJRHKGFBB78DA,坡道平面,2200000,30.42,地下二樓
RPPNMLMKPHKGFAB47DA,坡道平面,1500000,,地下二樓
RPWRMLPKQHKGFCB56DA,坡道機械,1000000,11.79,地下三樓
RPUNMLRLQHKGFCB88DA,坡道平面,0,28.89,地下五樓含以下
RPQOMLTJRHKGFIB66DA,坡道平面,0,34.36,地下二樓
RPTOMLQKRHKGFAB58DA,坡道機械,0,6.52,地下三樓
RPWOMLTJRHKGFBB56DA,坡道機械,0,,地下一樓
RPQNMLPJRHKGFBB08DA,坡道平面,0,25.81,地下二樓
RPQSMLRJQHKGFCB78DA,坡道平面,0,28.89,地下四樓
RPPUMLNLRHKGFBB68DA,坡道平面,0,26.83,地下二樓
RPTQMLSKRHKGFCB56DA,坡道機械,0,,地下二樓
RPTQMLSKRHKGFCB56DA,坡道機械,0,,地下二樓
RPXNMLKKRHKGFCB48DA,坡道平面,0,31.49,地下四樓
RPXNMLKKRHKGFCB48DA,坡道平面,0,28.10,地下四樓
RPPOMLSKPHKGFBB28DA,坡道平面,0,,地下一樓
RPPNMLPLRHKGFAB08DA,坡道平面,0,26.28,地下二樓
RPQNMLQKQHKGFIB88DA,坡道平面,0,,地下一樓
RPUNMLTKQHKGFAB78DA,坡道平面,0,35.75,地下三樓
RPROMLMKRHKGFBB08DA,坡道平面,0,35.22,地下二樓
RPUOMLTJRHKGFCB09DA,坡道平面,0,23.53,地下三樓
RPUOMLTJRHKGFCB09DA,坡道平面,0,25.76,地下三樓
RPXNMLNLPHKGFCB68DA,坡道平面,0,41.79,地下四樓
RPPNMLMLRHKGFCB97DA,坡道平面,0,13.59,地下一樓
RPPNMLMLRHKGFCB97DA,坡道平面,0,13.59,地下一樓
RPPNMLMLRHKGFCB97DA,坡道機械,0,7.46,地下三樓
RPPNMLMLRHKGFCB97DA,坡道機械,0,7.46,地下三樓
RPRQMLRKPHKGFBB58DA,坡道平面,0,27.60,地下一樓
RPUQMLTLPHKGFBB56DA,坡道機械,0,14.81,地下三樓
RPRNMLRLQHKGFEB78DA,坡道平面,1500000,26.64,地下一樓
RPWOMLSKRHKGFCB66DA,坡道機械,0,,地下一樓
RPSOMLMJRHKGFFB48DA,坡道平面,0,24.94,地下二樓
RPPNMLNLRHKGFJB78DA,坡道平面,1780000,28.71,地下一樓
RPPNMLNLRHKGFJB78DA,坡道平面,1780000,28.71,地下一樓
RPPWMLQLQHKGFCB56DA,升降機械,0,,地下一樓
RPPNMLOLRHKGFCB28EA,坡道平面,0,,地下二樓
RPPNMLOLRHKGFCB28EA,坡道平面,0,,地下二樓
RPPNMLOLRHKGFCB28EA,坡道平面,0,,地下二樓
RPPNMLOLRHKGFCB28EA,坡道平面,0,,地下二樓
RPOOMLNJRHKGFJB58DA,坡道平面,0,32.24,地下三樓
RPOPMLSKPHKGFCB38DA,坡道平面,0,26.53,地下一樓
RPOPMLSKPHKGFCB38DA,坡道平面,0,26.53,地下一樓
RPSOMLTLQHKGFFB66DA,坡道平面,0,38.69,地下二樓
RPRNMLNLRHKGFAB08DA,坡道機械,0,19.84,地下二樓
RPXNMLPJRHKGFBB78DA,坡道平面,0,32.46,地下二樓
RPRNMLQLRHKGFCB58DA,坡道平面,0,30.44,地下四樓
RPRNMLQLRHKGFCB58DA,坡道平面,0,30.44,地下四樓
RPUNMLLMPHKGFDB38DA,坡道平面,1500000,,地下二樓
RPVQMLMLPHKGFCB68DA,坡道平面,1500000,,地下二樓
RPTRMLPLQHKGFBB88DA,坡道平面,0,,地下一樓
RPQNMLTKQHKGFBB48DA,坡道平面,0,24.68,地下一樓
RPQOMLMKRHKGFCB08DA,坡道平面,0,21.95,地下二樓
RPRNMLPKQHKGFDB38DA,坡道平面,0,23.32,地下三樓
RPPNMLPKQHKGFJB78DA,坡道平面,0,34.60,地下一樓
RPSOMLOJQHKGFBB18DA,坡道平面,0,28.30,地下二樓
RPQOMLTKQHKGFBB58DA,坡道平面,0,,地下一樓
RPPNMLTKRHKGFCB58DA,坡道平面,1900000,,地下一樓
RPPNMLTKRHKGFCB58DA,坡道平面,1900000,,地下一樓
RPUNMLTLQHKGFIB07DA,坡道平面,0,27.72,地下四樓
RPOPMLQKRHKGFBB28DA,坡道平面,0,26.23,地下二樓
RPTNMLNJRHKGFIB88DA,坡道平面,0,27.91,地下三樓
RPSNMLTKRHKGFBB78DA,坡道機械,0,,地下二樓
RPSOMLKMRHKGFBB18DA,坡道平面,0,,地下一樓
RPPNMLLKRHKGFCB87EA,坡道機械,0,9.67,地下三樓
RPVNMLOJQHKGFFB78DA,坡道平面,0,40.81,地下二樓
RPQNMLQJIIKGFCB47DA,坡道機械,0,,地下一樓
RPPNMLKKRHKGFHB18DA,坡道平面,0,29.76,地下二樓
RPPNMLOJIIKGFIB77DA,坡道平面,0,24.76,地下三樓
RPSOMLRJIIKGFIB48DA,坡道平面,0,29.60,地下三樓
RPUNMLSKRHKGFBB88DA,坡道平面,0,29.52,地下二樓
RPSRMLQKPHKGFCB78DA,坡道平面,0,29.52,地下二樓
RPSRMLQKPHKGFCB78DA,坡道平面,0,29.52,地下二樓
RPOPMLMJIIKGFBB96DA,坡道平面,0,27.59,地下三樓
RPSOMLTKQHKGFAB68DA,坡道平面,0,15.02,地下一樓
RPTOMLTLQHKGFFB76DA,坡道機械,0,21.00,地下二樓
RPPNMLPJIIKGFCB27DA,坡道平面,0,,地下二樓
RPPNMLTJIIKGFBB57DA,坡道平面,0,,地下一樓
RPQNMLRLQHKGFCB48DA,坡道機械,0,,地下一樓
RPRNMLRLQHKGFCB58DA,坡道機械,0,,地下一樓
RPROMLTLPHKGFIB76DA,坡道平面,1800000,33.13,地下二樓
RPQQMLPLRHKGFFB98DA,坡道平面,1650000,24.78,地下二樓
